id,product_asin,product_name,brand,category,source_type,text,star_rating,date,verified_purchase
94ada8f9-30d5-47ba-b51f-e0bbd1fac478,B0BWCL9WCH,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Works great better than Works better than the ones I used to buy the ones I got in stores. - Fits great and is a great value. I have ordered these several times and they are great. I get a far better price from Amazon on these and they work lots better than the brand names I was buying at Walmart pre Covid19. I would recommend them to anyone.,5,2020-03-10,True
99694277-8754-4a41-95de-d8282a8cc53a,B07SM1PGJW,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,DOES NOT Work! - Does NOT work as described in the video in the listing!.....Coffee goes EVERYWHERE!,1,2022-03-01,True
e82f0ed4-9299-42f6-8cee-62d00a22d92c,B09JK3TG4V,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,WORST Reusable Coffee Filter EVER! - It lets the coffee flow out the top of it and into your cup!..Also the holes are TOO big in the filter basket allowing the coffee grounds to flow through it!....DO NOT BUY THIS FILTER!,1,2022-01-09,True
93930c53-276a-477a-9274-3a71620e2691,B00CX8YSEQ,Shark Vertex Pro Powered Lift-Away Vacuum,Shark,vacuum,review,Two Stars - very loose fit,2,2018-04-28,True
129373f7-ed4d-4d89-be4d-5f782fbb3f99,B07RZV1F7B,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Just get it - This filter has held up with the continued use .<br />But I have been careful on when and how I clean it .<br />I am the only one that will use it so it will last a wile.,5,2020-10-24,True
2a3ff947-93c8-46f4-abab-b8b61a1eb5a3,B09PYR3CHR,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,"This is the one that you need! - I love the ease of using and making my capsule.  The ‘cap’ top makes sealing the foil sooooooo easy and accurately.  Much better than using your fingers, which is what I use in my other refill kit.  This additional piece gets my thumbs up.  Very good value with the 100 foils.  Works really well with my machine.",5,2021-08-07,False
c1cfd89a-7eab-4476-823c-1848f0d97075,B08H6D6HJ4,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,"love it for so many purposes. - so many uses these maison jars. I love the versatility as you could make preserves or pickles.  That aside, the humidity jar is useful for my special grains, which keeps them from moulding until I can 'mill' them for baking.  when I dont have grains, I could use this for my sourdough starter - large enough when I am baking a lot.  I love it is made of glass - sustainable and easy to clean in dishwasher.",5,2020-04-25,False
201f4158-8b2f-42d5-975a-88971b67289c,B0C6XG2JSG,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Works with seal pods - I was looking to keep our budget with our new found ways to enjoy our nesspresso and different coffee beans.  These seals work perfectly with the sealpods and hence the offered lower price did swing us to try them.  we will keep using them as long as they are offering lower pricing.  They fit.  we did not experience anything with the quality of the seals with over 30 separate issues.,5,2019-03-27,True
c65a285c-ddfe-4bd7-a8d5-6d9da8146b1c,B00B0ZMNOU,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,"I like it! - This works great.  It does leave some dark coffee in the bottom of the cup, but, that does not bother me.  I am thinking about buying another one.",5,2013-10-25,True
d8ec398e-ad61-43eb-a93a-ac4e3a2e8128,B0BX3BTN3B,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,"Nice tall coffee filter cones - I use these daily with 2 pour over coffee carafes. This is my second order. They are tall enough that they extend above the rim of the cone strainer, so coffee grounds never spill over the top into the pot. Love that these are not bleached. They each have a convenient grab-tab that makes it super easy to pick only 1 at a time, with one hand. (Nice little feature) The paper is strong enough to hold soaking wet grounds when I remove it to throw away, without tearing. All PROS, no CONS from this happy customer.",5,2019-03-02,True
78686935-db0d-4d6b-a267-013b857d3d33,B014LOFZTQ,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,"It's ok - It's ok. Mine doesn't stay closed and it's difficult to clean. Even when I use a baby spoon to scrape it clean, I find I have to rinse out the grounds, which will eventually create a build-up problem in the kitchen drain. Might try the paper filter insets, but  besides an additional cost, they will probably make it even more difficult to keep this closed.  Love the idea of this, just needs a bit of a design tweak.",3,2016-11-10,True
a974b18a-50d2-40a1-ae4b-96ae3c5aa034,B00OI6V5AG,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Great item - They look very nice on my stove,5,2019-02-20,True
0aef8b75-a89c-494b-b095-2059d73baae3,B07V3NJBPM,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,"French Press works better - I was so excited to use this for cold brew since I love so many OXO products, but this was a disappointment. I’ve been making cold brew in a French press until now, and I have been pleased with the results, but since it requires hands on filtering, I thought this OXO system would simplify the filtering and allow the machine to do most of the work. Wrong.<br />With a French Press, once the coffee has brewed, I can press the coffee and separate most of the grounds from the cold brew. Then I slowly pour it out into a mesh filter lined with a paper filter and wait for it to slowly seep through. I have to change the paper filter half way through before pouring the second half.<br />With this OXO system, you are supposed to be able to flip the switch and the cold brew will drip down in to the glass carafe below. But the grounds kept clogging the filter and then absolutely no liquid could get through. (I will also note that I have a quality conical burr grinder, so the grind should not be an issue.) I had to stand over it for about 15 min scraping the grounds to the side or scooping spoonfuls of grounds out of the brewing container. After 15 minutes of this, we were left with roughly 2/3 of the volume of cold brew we would have gotten from the same recipe in a French press. The reduced volume was partially due to me scooping grounds out of the way and throwing them in the sink, and partially because there was no way to effectively press the liquid out of the grounds. Also the taste was inferior. Again probably because the most concentrated cold brew couldn’t be pressed out of the grounds.<br />Overall the taste was nowhere as good and the process was more cumbersome than a French press. I wish I loved this machine, but on the plus side, it’s one less thing to sit on my counter and take up more space in the fridge.",1,2019-06-25,False
7c1c93a5-e081-4a97-a8ef-7a293c56789f,B06XXPGQQV,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Convenient - They make clean up a snap. No mess.,5,2021-03-04,True
51098cfc-b463-4181-83ba-165bbf22c0a7,B09QPY591F,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,"Reusable Coffee Filter Set - Just the right coffee filter set I needed for our RV Keurig Mini, so now we will not have to take the one from the house ever time we go camping.  Very reasonably priced.  totally satisfied.",5,2016-01-22,True
9e55bf03-c2d9-486a-8807-07c0d613fac5,B0B6Y2D91L,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,One Star - Did not fit either one of my Keurig Machines so sent it back for a refund,1,2016-01-11,True
0c8d2958-9112-4551-81ac-9b7fe2e1dc56,B082S9JRRX,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Five Stars - these work just fine.,5,2016-12-05,True
51568c04-edc0-4383-b8c2-beecc51522da,B0136ZB1KI,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Doesn't work in mine. - I have a 2.0 Kuerig and these do not work. machinetells me that there is a pod in it that was not designed for it and to replace it with a real 2.0 keurig pod.,1,2015-11-05,True
2611b398-23ee-4ae9-b30d-55c4e9cd7cbe,B002YPIM40,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,"no more sludge - I like using my own coffee, but I am not a fan of sludge (sediment) in the last drink of my coffee. It keeps the sludge (and I am sure some of the taste, but I am ok with that) out of my cup.",5,2015-10-16,True
12868f0d-9d78-46c1-a0a4-bf7e1c21cdd2,B09YP7FVC6,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,"They clean the water - I double filter my water, these are the second system. I use a pitcher filter and then pour that into the water reservoir.It tastes fantastic. Before I bought the pitcher, I only used these, and they worked great. I just get more mileage from them this way.",5,2014-06-22,False
f9e6712e-72da-4d72-80ac-cb8eea81d3d5,B004EBT7YQ,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Good replacement - Very inexpensive yet makes a world of difference.  Good quality.  Plug in hole larger than original equipment but still does the job.<br />Should have bought more.,4,2013-03-28,True
f881443c-c96f-4f2f-b7b5-5227a5f38418,B0BHNSLKNZ,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,Five Stars - GREAT,5,2015-11-07,True
c89c558e-6fab-4799-9d64-3c0e2d96adde,B0C7ZFZ7W7,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Five Stars - GREAT,5,2015-11-07,True
6fc53df6-86f3-4216-912a-27b6312909be,B004XS13B0,Shark Cordless Pro Stick Vacuum,Shark,vacuum,review,Five Stars - Worked well. Fit perfectly. Arrived when promised.,5,2014-11-30,True
54de188c-75fb-4864-b6ac-c8e552ace455,B07JHBPYKZ,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Wonderful - We use ours daily and they work great.  We rinse them and place them in the basket area of our dishwasher and they hold up perfectly.,5,2020-05-24,True
517199b2-15d9-4d1a-92a7-fb05a61f91e9,B01KJ2FVFW,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,Good - Works well just like brand name ones,5,2021-09-22,True
0d082a7f-018a-4f81-b8ad-8a0b3ce7a486,B082S9JRRX,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Good - Seem to be good,5,2020-08-19,True
9066190c-7a00-490b-8ad8-28a173c53e2f,B07D7FSX5C,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Product works fine. - Great money saving idea which brews great coffee. Disapointed that there are many much cheaper copies of the same thing on the market since we purchased this one.,3,2013-03-07,True
20fe9d46-84a5-4a27-ac22-6fd888796000,B00V3U2IUG,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,Very convenient! - These are great! Highly recommended!,5,2015-09-22,True
ca49b104-2955-4a34-ad24-902720953f74,B012YQL5IS,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,This thing is awesome! - And I use it in conjunction with the filters that fit this... My Keureg 2.0 is liberated! I get to drink my favorite coffee by the carafe full! Yay!!,5,2015-06-17,True
6457ee96-a6fc-4d1b-9cab-737ef4978094,B0081N3YW4,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Coffee didn't taste too great when using these vs buying the k - They worked ok. Coffee didn't taste too great when using these vs buying the k cups,3,2016-02-05,True
66fdb29b-b05a-4e2b-8969-5c101afd1815,B09YP7FVC6,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,Five Stars - Works with my Keurig.,5,2015-08-17,True
1787ac2a-d3c5-41f2-998b-f35b1bdbe909,B0B7XGWT5Q,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Fits Perfect - When we are low on coffee we can use these in our K machine. O bought stainless because I was afraid plastic would wear.,5,2023-02-26,True
22c66984-e7c9-4b52-a1e6-65d63b51391e,B0BHSNBGWY,Shark Rotator Lift-Away Upright Vacuum,Shark,vacuum,review,Nice and slim for a top dryer lint trap - Very nice. Flat and slim fits down top lint compartment well and gets the stuff out!,5,2023-02-09,True
7680d9fd-9522-4b80-b297-32658fefe5d6,B00H4DCGDA,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Five Stars - It came right on time and just what I was looking for.,5,2015-10-25,True
fc8312e9-e61e-4d91-adb0-31a2476149eb,B000DLB2FI,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,My K-Cup and B40 - [[VIDEOID:552bd8e7a7c9edaed0c6e0d4a6490276]] *** VIDEO ATTACHED ***<br /><br />Originally I could not figure out what I was doing wrong?<br />This filter would not fit into my B40 Keurig no matter what I tried.(and I was an idiot)<br /><br />Turns out there is a trick .. and I'll try to make this clear (more than the instructions)<br /><br />YOU MUST REMOVE THE BOTTOM NEEDLE & ASSEMBLY !!<br /><br />Once you figure out that the bottom needle assembly is removable .. using these are then viable.<br /><br />*** VIDEO ATTACHED *** to help show how these work (hope this helps)<br /><br />For me the larger screen filters make a decent cup of coffee (you can buy 2pk replacements that have the larger size),4,2013-03-13,False
f2504f4d-0bf1-4d17-8b37-085d0753114c,B002YPC2NM,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,"Quality Coffee .. not quite .. but it works - I thought I'd give these a try since I found my regular K-Cups lacking in creating a quality cup of coffee.<br /><br />I have my own beans I grind for my drip or french press, so thought this might help.<br />It works .. but for me, these make too weak a cup of coffee (highly watered down)<br />I've tried filling with max coffee, but to no avail.<br />The EZ-Cup and Filter just does not hold enough coffee to do the job.<br /><br />Maybe a stronger coffee will help, but I can't use my favorite beans with method, so why bother.<br /><br />I'm going back to the regular K-Cups for a speedy single-cup of java (although lacking in quality)<br />and will use my drip/press when I want a full pot of quality.<br />Preparing the EZ-Cups for use takes almost as long as just making a pot of coffee (so again why bother)<br /><br />Still looking for something to create a quality k cup of coffee that rivals my drip/press.<br /><br />The search goes on ..",3,2012-07-01,True
e82261e7-2b26-4d76-bb59-b0a901529278,B08QHQTK9M,Shark Robot Vacuum,Shark,vacuum,review,"Not quite as described - This is a good basic idea but has problems with actual functioning.  You must take off the dryer vent cover according to your dryers maintenance book ( which is not described in the description details). Then when you put the hose down the vacuum makes a high pitched sound because the hose only has a small opened to suck the gunk our through, so the strain on your vacuum is enormous and insufficient.  I am afraid such a design would ruin my vacuum so I will be sending this back to Amazon.",1,2022-03-28,True
39b859ab-50a6-4a5b-8c23-af4399cf7bff,B001M8K5TU,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,One Star - Does not keep the grounds out of your coffee.  Buy a fold over filter.,1,2015-11-17,True
8cac14b4-6c70-40b2-8e8c-2fdb02dba0d3,B097BBJCX8,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,Really helps - I can now make Nespresso pods using coffee beans that I buy and then grind at home; they are easy to use.,5,2019-09-16,True
6e153177-c7aa-40d7-94f1-746d8aaf3650,B00NJ40TFU,Shark Navigator Lift-Away Upright Vacuum,Shark,vacuum,review,Five Stars - Does a good job.,5,2017-07-31,True
a8beee9c-e7d2-4899-86f4-0f26c556727a,B018IZSYEW,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Water filter in Mr. Coffee - These filters are so often overlooked.  My husband is the only coffee drinker and I cleaned out his Mr. Coffee coffee pot and found the filter hadn't been changed in too long.  I was delighted to order a fresh supply.  And I will keep watch over that pot and the filters from here on out!  Makes a huge difference in the coffee because my husband remarked how much better his coffee tasted the next morning !! I didn't tell him I cleaned the pot :-)  Thank you for a great product!,5,2020-07-09,True
35701f14-55cd-4bd5-b132-ac29d6bf9282,B01BLEGKOS,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Five Stars - always reliable and does the best job.,5,2017-08-22,True
cba7045b-dbbe-4d60-a14a-1d9ca93d7203,B0BWCL9WCH,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,Shaped to fit! - These are perfect! Fit in my k cup no fumbling around. They are shaped to fit. Thanx so much for getting it!,5,2018-07-10,True
bd15a903-f4e2-4de6-aec1-79f96bce8e7c,B07RNJY499,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,"Pretty purple and gold! Luv it! - I bought the 6pack cups, perfect! I usually buy a 4 pack of black ones. They seems small and don't fit my little white filters to well. These pretty purple ones fit great! And, for a dollar more, I get 2more! Thanx so much for the fast delivery too!",5,2018-03-01,True
97bf9e29-445a-4d03-ac8f-d2df073fe9ff,B00JST8RD6,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,"Works with Cuisinart SS700 - Compatible with my Cuisinart (Keurig-style).  I use mainly with loose teas, 1 teaspoon for 4 ounces of water because I do love my flavored teas (Teavana) strong, especially if I'm making a chai latte. Clean up fine in dishwasher, I put them in the flatware bins upside down with the lid folded back. Economical, too. Last forever unless I tear them up being careless",5,2015-08-13,True
dfa7e02c-c937-46a8-9088-1c8794c86338,B00DCK550K,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,Five Stars - They are exactly as described and we like having various frothing pitchers to choose from.,5,2015-01-08,True
204e656d-18f4-4f46-8c01-c5f5fbba953b,B092T5Y46X,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,"Great bargain. I ordered these thinking I would share ... - Great bargain.  I ordered these thinking I would share w/my son & daughter, but neither of their coffeemakers uses these!  So, think I will have a bunch on hand..",5,2015-03-13,True
216d6fb1-0d2b-48b7-8a3c-d7fbdfe1d7cc,B0895LWDSX,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Keurig coffee filters.. - Fits perfect. Works great great coffee no grounds. Awesome,5,2023-01-06,True
323fade8-7816-401b-b4df-281677c75833,B099QHBFP2,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,Keurig coffee filters - Works perfect.. Love them.. So handy. Fresh coffee everyone,5,2023-01-06,True
6b9572f5-6fbd-4801-9bc8-d6e0b9bf1587,B07SM1PGJW,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Worth the cost - Most iPods will not close after filling with coffee but these work better than others I use.,4,2021-02-12,True
825d075f-8cb8-4957-8600-eb76d2c5df5a,B09DD2LZBY,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Easy to use - Ordered natural color but got white.  That’s ok.,4,2021-02-12,True
e2578208-5dd8-4e89-8c8f-f4767c77286f,B09W8W65XY,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,work well for me - have used others like these with paper filters and they work well. would buy agaian,5,2019-10-25,True
5de4c503-ee05-40ef-892f-17809695f4ff,B077HYLLMJ,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,charcoal filter questionable - this filter did not show any signs of gray color when it was soaked before use.  maybe charcoal pieces are large.  not sure it is working.,4,2018-10-19,True
b484cc17-aff3-4de3-bc31-4a895f550dcd,B0BWCL9WCH,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,Five Stars - work great for me with my replacement k cup,5,2018-03-06,True
1ae03599-bc3a-4f43-8124-30c5830a27dd,B07RNJY499,Ninja Specialty Coffee Maker,Ninja,coffee_maker,review,"These cups work good. Sometimes we have to hold down the cover ... - These cups work good.  Sometimes we have to hold down the cover after the cup is inserted, but don't mind it.",4,2015-11-15,True
ebb9a968-add4-4a9d-9540-cfcfb47f0b17,B00PBF3T3E,Ninja Hot & Cold Brewed System,Ninja,coffee_maker,review,Five Stars - still using it a year later,5,2016-06-02,True
bde9f124-a0e0-4485-b6d8-5bd2a9575d1a,B07SGYV8PK,Ninja DualBrew Coffee Maker,Ninja,coffee_maker,review,awesome - Great with my new single serve coffee maker...like to use my own coffee not the pods,5,2019-11-15,True
